ordinal,ordinal,nominal,nominal,ordinal,ordinal,ordinal,nominal,nominal,nominal,ordinal,nominal,nominal,nominal,ordinal,ordinal,ordinal,nominal,ordinal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal
1,0,1,1,2,2,40,0,1,1,38,1,0,1,4,1,18.9,0,3,1,0,1,0,0,1,0,0,1
1,4,1,1,3,2,25,0,1,0,59,0,0,1,4,1,28.4,0,2,0,1,1,0,0,1,0,0,1
1,5,0,0,3,3,29,0,1,0,60,0,0,0,4,1,30.4,0,3,0,0,0,0,0,0,0,0,1
1,7,0,0,3,2,38,1,1,0,53,1,0,1,3,6,25,0,1,1,0,1,0,1,1,0,0,1
1,9,1,1,2,1,41,0,1,0,25,0,1,1,2,1,12.4,0,3,0,0,1,0,1,1,0,0,1
1,5,1,1,2,2,31,0,1,1,29,1,1,1,2,1,15.2,0,1,1,0,0,0,0,1,0,0,0
1,22,1,1,3,2,42,1,1,0,58,0,1,0,5,4,28.9,0,2,0,1,0,0,0,0,0,0,1
1,2,1,1,2,1,29,1,1,1,28,0,1,0,4,4,14.3,0,4,1,1,1,0,0,1,0,0,0
1,16,1,0,4,3,48,0,1,0,98,0,1,0,4,1,48.6,0,2,0,1,1,0,0,1,0,0,1
1,2,0,0,2,2,32,1,1,0,40,0,0,1,4,4,20.5,0,1,0,0,1,0,0,1,0,0,0
1,7,0,0,2,1,37,0,1,1,28,1,0,1,1,2,13.9,0,1,1,1,1,0,1,1,0,0,1
1,29,1,0,4,3,49,1,1,1,86,1,1,1,2,2,43.3,0,4,1,1,1,0,1,1,0,0,1
1,9,1,0,2,2,28,1,1,1,43,1,1,0,4,5,21,0,3,1,1,1,0,1,1,0,0,0
1,7,0,0,1,1,47,0,1,0,19,1,1,1,1,1,9.5,0,1,0,0,1,0,1,1,0,0,1
1,1,1,1,4,3,25,0,1,0,95,0,0,1,4,1,46.1,0,1,1,0,1,0,0,1,0,0,1
1,5,1,1,2,1,31,1,1,0,26,1,1,0,5,3,13,0,2,0,1,1,0,0,1,0,0,1
1,4,0,0,2,1,31,1,1,0,26,1,0,1,2,7,13.3,0,2,0,1,0,0,1,1,0,0,0
1,16,1,0,2,1,53,1,1,0,26,0,0,1,2,3,12.9,0,2,0,0,1,0,1,1,0,0,1
1,3,1,1,2,2,31,1,1,1,49,1,1,1,4,5,24,0,4,1,0,1,0,1,1,0,0,1
1,19,1,1,2,1,41,1,1,1,29,1,1,0,3,2,14.1,0,4,1,1,1,0,1,1,0,0,1
1,7,0,1,3,2,29,0,1,0,57,0,0,0,5,2,29,0,2,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,42,0,1,1,24,1,1,1,2,1,11.8,0,2,1,0,1,0,0,1,0,0,1
1,5,1,0,3,3,42,1,1,0,67,1,0,0,2,2,33.2,0,1,1,1,1,0,1,1,0,0,1
1,9,0,1,2,1,30,1,1,1,29,1,1,1,4,2,14,0,4,0,1,1,0,0,1,0,0,1
1,8,1,0,1,1,29,1,1,1,19,8,1,0,3,2,9.6,0,3,0,0,1,0,0,1,0,0,1
1,25,1,1,1,1,44,0,1,1,21,0,0,0,3,1,10.1,0,2,0,0,1,0,0,1,0,0,1
1,0,1,0,1,1,19,1,1,0,15,1,1,1,1,4,7.2,0,3,1,0,1,0,1,1,0,0,1
1,9,0,0,2,2,33,0,1,0,34,0,0,0,4,1,17.4,0,4,0,0,0,0,1,0,0,0,1
1,7,1,1,2,1,29,0,1,1,26,0,1,1,2,3,12.8,0,1,1,0,1,0,1,1,0,1,1
1,2,0,0,1,1,30,0,1,0,24,1,0,1,2,2,12.1,0,2,1,1,1,0,1,1,0,0,0
1,13,0,0,2,2,37,0,1,0,37,0,0,0,4,4,18.1,0,3,0,0,0,0,0,1,0,0,1
1,6,0,1,2,2,25,0,1,1,49,0,1,1,3,4,24.3,0,1,1,1,1,0,0,1,0,0,1
1,1,1,1,2,2,31,1,1,0,39,0,1,1,2,4,19,0,2,1,0,0,0,1,1,0,0,1
1,2,1,0,3,3,28,1,1,0,67,0,1,0,5,2,33.7,0,2,1,0,0,0,0,0,0,0,1
1,15,0,1,2,2,43,0,1,0,34,1,0,1,4,1,17.4,0,1,0,1,0,0,0,1,0,0,1
1,18,1,1,2,2,37,0,1,1,46,0,1,1,3,1,21.7,0,3,0,1,0,0,0,0,0,0,1
1,4,1,1,2,1,30,1,1,1,29,0,0,0,3,5,14.5,0,3,0,0,1,0,0,1,0,0,1
1,0,1,1,1,1,27,1,1,0,18,9,0,1,4,4,9,0,1,0,0,0,0,0,0,1,0,1
1,5,1,1,1,1,26,0,1,0,20,0,1,0,4,1,10.2,0,1,0,0,0,0,0,0,0,0,1
1,24,1,1,3,2,49,1,1,1,59,0,1,0,4,2,29.2,0,1,0,1,1,0,0,1,0,0,0
1,4,1,1,3,2,47,0,1,1,52,1,1,1,4,1,27,0,1,1,0,1,0,1,1,0,0,1
1,3,1,1,2,1,47,0,1,1,26,1,1,1,4,1,12.9,0,2,1,0,1,0,0,1,0,1,1
1,0,1,0,1,1,31,0,1,1,18,1,0,1,1,1,8.8,0,4,0,1,1,0,1,1,0,0,1
1,5,1,0,2,2,27,1,1,0,31,1,0,1,1,3,15.3,0,2,1,1,1,0,1,1,0,0,1
1,27,1,1,2,2,49,1,1,1,36,1,0,1,2,2,18.1,0,3,0,1,1,0,1,1,0,0,1
1,20,1,1,2,1,39,0,1,0,26,0,1,1,3,1,13.1,0,2,1,0,1,0,1,1,0,0,1
1,3,1,0,1,1,28,1,1,1,21,1,1,1,2,5,10,0,2,1,1,1,0,1,1,0,0,1
1,7,1,0,2,2,30,0,1,0,36,0,0,1,4,3,17.9,0,1,0,0,0,0,0,0,0,0,1
1,6,1,1,1,1,45,0,1,0,16,1,0,1,2,3,8,0,1,1,1,1,0,1,1,0,0,1
1,2,1,1,1,1,30,0,1,1,19,1,1,1,3,2,9.6,0,3,1,0,1,0,1,1,0,0,1
1,1,1,1,4,3,46,1,1,1,105,9,1,0,5,4,51.2,0,3,1,0,1,0,0,1,0,0,1
1,4,1,0,1,1,24,1,1,0,18,1,0,1,3,3,9,0,3,1,0,1,0,1,1,0,0,1
1,0,1,1,4,3,45,0,1,0,88,1,0,1,3,1,43.7,0,1,1,0,1,0,1,1,0,0,1
1,3,1,1,2,2,37,1,1,1,32,0,0,1,3,2,16.1,0,5,0,0,0,0,0,0,0,0,1
1,2,1,1,2,2,29,0,1,1,35,1,1,1,2,4,17.1,0,1,1,0,1,0,1,1,0,0,1
1,6,1,0,3,2,36,1,1,1,53,0,0,0,4,3,26.2,0,5,0,0,1,0,0,0,0,0,1
1,4,0,0,1,1,28,0,1,0,16,1,0,0,4,2,8,0,2,0,0,0,0,0,0,0,0,1
1,2,1,1,1,1,27,1,1,1,18,0,1,1,4,3,8.9,0,2,1,0,1,0,0,1,0,0,1
1,12,0,0,1,1,31,0,1,0,19,1,0,1,2,1,9.4,0,2,0,0,1,0,1,0,0,0,1
1,12,1,0,2,2,33,0,1,1,33,1,1,0,2,1,16.3,0,4,1,0,1,0,0,1,0,0,1
1,0,1,1,2,2,27,0,1,1,35,1,0,0,4,1,17.1,0,1,1,1,1,0,0,1,0,0,1
1,6,1,1,3,2,38,1,1,1,58,0,1,1,3,2,28.8,0,1,1,0,1,0,1,1,0,0,1
1,7,1,1,1,1,30,1,1,1,15,1,0,1,2,4,7.5,0,2,1,1,1,0,0,1,0,0,1
1,3,1,1,2,2,27,0,1,1,33,1,1,1,3,1,16.1,0,4,1,0,1,0,0,1,0,1,1
1,9,1,1,2,2,30,0,1,1,35,8,0,1,2,1,17.6,0,2,1,1,1,0,1,1,0,0,1
1,43,0,0,1,1,63,1,1,0,9,1,0,0,2,2,4.3,1,4,0,0,1,1,1,1,0,1,0
1,6,0,0,2,2,28,0,1,1,41,1,0,0,3,1,20.8,0,1,0,1,1,0,0,1,0,0,1
1,10,1,0,1,1,30,1,1,0,23,1,0,0,1,2,11.5,0,1,0,1,0,0,1,1,0,0,0
1,11,1,0,2,1,37,1,1,0,29,1,0,1,2,2,14.4,0,1,1,0,1,0,1,1,0,0,1
1,2,0,1,2,2,31,1,1,0,39,1,0,1,4,6,19.8,0,2,0,0,0,0,1,0,0,0,1
1,8,1,1,1,1,29,1,1,1,23,1,1,1,1,3,11.7,0,1,1,1,1,0,1,1,1,0,1
1,5,1,0,2,1,27,1,1,0,25,1,0,1,1,7,12.4,0,4,0,0,1,1,1,1,0,0,0
1,13,1,1,2,2,33,0,1,0,45,0,0,0,4,2,21.2,0,1,0,1,1,0,0,0,0,0,1
1,9,1,0,2,2,35,1,1,0,37,0,0,1,3,3,18.8,0,3,1,0,1,0,0,0,0,0,1
1,9,0,0,3,3,43,1,1,0,70,1,0,1,2,6,33.9,0,2,1,0,1,0,1,0,0,0,1
1,30,1,0,2,1,55,0,1,1,27,0,1,0,3,1,13.5,0,1,1,0,1,0,1,1,0,0,1
1,8,1,0,2,2,44,1,1,0,43,0,0,0,3,2,21.2,0,5,0,1,0,0,0,0,0,0,1
1,7,1,1,2,1,36,1,1,0,25,1,0,1,4,3,13.4,0,4,1,0,1,0,0,1,0,0,1
1,7,0,1,2,2,28,0,1,0,33,0,0,0,4,3,16.7,0,1,0,0,0,0,1,1,0,0,1
1,7,1,1,1,1,59,0,1,1,17,1,1,1,2,4,8.3,0,1,1,0,1,0,0,1,0,0,1
1,22,1,0,2,2,48,1,1,0,37,1,1,0,2,2,18.7,0,2,1,1,1,0,0,1,0,0,1
1,39,0,0,2,2,59,0,1,0,38,0,1,0,1,3,19.1,0,2,1,1,1,0,0,1,0,0,1
1,0,1,1,1,1,20,1,1,0,19,1,1,1,1,4,9.4,0,1,1,0,1,0,1,1,0,1,1
1,1,0,1,2,1,40,0,1,0,27,0,1,0,3,1,13.4,0,1,1,0,1,0,1,1,0,0,1
1,1,1,1,2,2,21,1,1,1,32,1,1,1,2,5,16.1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,2,1,24,0,1,1,25,1,0,1,2,1,12.1,0,1,0,0,1,0,1,1,0,0,1
1,5,1,1,2,2,33,0,1,0,46,1,1,1,4,1,23.2,0,2,1,0,1,0,1,1,0,0,1
1,1,1,1,1,1,30,0,1,1,22,1,1,1,3,1,10.9,0,5,1,0,1,1,1,1,0,1,1
1,6,0,0,3,2,28,1,1,0,50,0,1,0,4,3,24.8,0,3,0,1,1,0,0,1,0,0,1
1,4,1,0,2,2,27,1,1,0,32,0,0,0,4,4,15.8,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,23,1,1,1,16,1,1,0,2,4,7.9,0,2,1,1,1,0,0,1,0,0,1
1,9,1,1,4,3,30,1,1,1,113,0,1,1,4,4,55.4,0,3,1,1,1,0,1,1,0,0,1
1,6,1,1,2,2,30,1,1,1,40,0,1,1,5,3,19.6,0,4,1,0,1,0,0,0,0,0,1
1,4,1,0,1,1,24,0,1,0,18,1,0,1,3,1,8.9,0,1,0,0,1,0,0,1,0,0,1
1,4,1,0,1,1,28,0,1,1,17,1,0,0,5,1,8.3,0,2,1,1,1,0,0,1,0,0,1
1,4,1,0,1,1,26,1,1,0,19,1,0,1,4,3,9.4,0,1,0,1,1,1,0,0,0,0,0
1,2,1,1,4,3,34,0,1,0,86,1,1,0,5,1,42.8,0,3,1,0,0,0,0,1,0,0,0
1,0,1,0,2,2,25,0,1,0,41,1,0,0,3,2,19.7,0,3,0,0,0,0,0,0,0,0,0
1,2,0,1,2,2,29,0,1,1,38,0,0,1,2,2,18.8,0,1,0,0,1,0,1,1,0,0,1
1,12,1,1,2,2,36,0,1,0,30,0,0,1,2,1,15.1,0,4,0,0,1,0,0,1,0,0,1
1,7,1,0,2,1,33,0,1,1,28,1,0,0,3,1,13.4,0,2,1,1,1,0,0,1,0,0,1
1,1,0,0,1,1,25,1,1,0,16,1,1,0,2,2,8,0,2,1,1,1,0,1,1,0,0,1
1,9,0,1,4,3,43,0,1,1,79,1,1,1,2,1,39.4,0,3,1,0,1,0,1,1,0,0,1
1,6,1,0,1,1,46,0,1,0,20,1,0,1,3,1,10.2,0,2,0,0,1,0,1,1,0,0,1
1,6,1,1,1,1,35,1,1,0,19,0,1,0,3,4,9.4,0,3,1,0,1,0,0,1,0,0,1
1,2,1,1,2,2,27,0,1,0,36,1,1,0,4,2,18.1,0,2,0,0,1,0,0,0,0,0,1
1,1,1,0,1,1,56,1,1,1,17,1,1,1,1,2,8.4,0,3,1,1,1,0,1,1,0,0,0
1,9,1,1,1,1,31,0,1,1,21,1,1,0,3,1,10.7,0,1,1,0,1,0,1,1,0,0,1
1,2,1,1,3,2,31,1,1,1,56,0,1,1,4,4,26.9,0,4,0,0,1,0,0,1,0,0,1
1,15,1,1,2,2,42,1,1,1,39,0,1,0,4,4,19.6,0,1,0,0,0,0,0,1,0,0,1
1,1,0,0,2,1,40,0,1,0,25,1,1,1,2,1,12.6,0,4,1,0,0,0,0,0,0,0,1
1,9,1,0,1,1,34,1,1,0,21,1,0,0,3,7,10.3,0,2,0,0,0,0,1,0,0,0,1
1,20,1,1,1,1,43,0,1,0,18,1,0,1,1,3,9.1,0,2,1,1,1,0,1,1,0,0,0
1,2,1,1,2,2,27,0,1,1,36,0,1,0,3,2,17.8,0,5,1,0,1,0,0,1,0,0,1
1,2,1,1,1,1,21,0,1,1,20,0,1,0,1,1,9.8,0,2,1,0,1,0,0,1,0,0,1
1,1,1,0,2,1,34,1,1,1,30,1,1,1,3,2,14.6,0,2,0,0,1,0,1,1,0,0,1
1,4,1,1,2,2,24,0,1,1,31,0,1,1,3,1,15.1,0,3,0,0,1,0,0,0,0,0,1
1,13,1,1,2,2,39,1,1,1,40,0,1,0,4,5,19.2,0,3,1,1,1,0,1,1,0,0,1
1,0,1,1,2,2,49,0,1,0,43,0,0,1,3,1,20.5,0,2,1,1,1,0,1,1,0,0,1
1,4,0,0,2,1,37,1,1,0,28,0,0,0,5,5,14.1,0,2,0,1,0,0,0,0,0,0,1
1,0,1,1,2,2,33,1,1,1,42,1,1,1,3,4,20.8,0,2,1,0,1,0,1,1,0,0,1
1,6,1,0,2,2,34,1,1,1,30,1,1,0,2,2,15,0,2,1,1,1,0,1,1,0,0,1
1,0,1,1,2,2,27,1,1,0,42,1,0,1,3,3,20.6,0,3,1,0,1,0,1,1,0,0,1
1,0,1,1,2,1,20,1,1,1,29,1,1,1,2,3,13.9,0,4,1,1,1,0,1,1,0,0,1
1,8,1,1,2,1,30,1,1,1,28,9,0,0,2,3,14.3,0,3,0,0,0,0,0,1,0,0,1
1,0,1,1,2,2,26,1,1,0,45,0,1,1,3,2,23.2,0,1,0,0,1,0,0,1,0,0,1
1,1,1,1,2,1,28,1,1,1,29,0,1,0,3,4,14.7,0,1,1,0,1,0,1,1,0,0,1
1,1,1,1,3,2,56,1,1,0,58,1,1,1,4,2,27.9,0,3,1,0,1,0,1,1,0,0,1
1,2,1,1,2,2,28,0,1,1,30,1,1,1,2,1,15.3,0,1,1,0,1,0,1,1,0,0,1
1,11,1,1,1,1,34,1,1,0,22,1,1,1,2,4,10.8,0,3,0,1,1,0,1,1,0,0,1
1,7,0,0,3,2,34,1,1,0,53,1,0,1,2,5,26.3,0,2,1,0,1,0,1,1,0,0,1
1,18,1,1,2,1,44,1,1,0,27,1,1,0,5,2,13.6,0,2,0,0,1,0,0,1,0,0,1
1,3,1,0,1,1,24,1,1,0,24,1,0,1,3,5,11.8,0,2,0,0,1,0,0,1,0,0,1
1,1,1,1,2,2,24,0,1,0,35,1,0,1,2,3,17.4,0,2,0,0,1,0,1,1,0,0,1
1,1,1,1,2,2,30,0,1,0,43,0,0,0,4,1,21,0,3,0,0,0,0,0,0,0,0,1
1,12,1,1,1,1,43,1,1,0,22,1,1,1,2,2,11.2,0,1,1,0,1,0,1,1,0,0,1
1,12,0,1,2,2,35,0,1,0,32,1,0,1,2,1,15.9,0,2,1,1,1,0,1,1,0,0,1
1,3,1,0,2,2,26,1,1,0,42,1,1,0,4,2,21.8,0,1,0,1,1,0,1,1,0,0,1
1,4,1,1,1,1,45,0,1,0,20,1,1,1,1,1,9.9,0,2,1,0,1,0,1,1,0,0,1
1,0,1,1,2,2,25,1,1,1,32,1,1,1,2,4,15.8,0,1,1,1,1,0,0,1,0,0,1
1,1,1,0,2,2,26,0,1,1,40,1,1,0,4,1,19.5,0,1,0,0,0,0,0,1,0,0,1
1,3,1,1,1,1,27,1,1,0,21,1,0,1,2,5,10.8,0,3,0,0,1,0,1,0,0,0,1
1,1,1,1,2,1,41,1,1,1,29,1,1,1,1,4,14.4,0,1,1,0,1,0,1,1,0,0,1
1,0,0,1,2,1,27,0,1,0,26,0,0,0,2,1,12.9,0,4,0,1,0,0,1,0,0,0,1
1,3,1,0,3,2,29,1,1,1,50,0,0,0,2,5,24.4,0,2,0,0,0,0,0,1,0,0,1
1,7,1,1,1,1,31,0,1,1,23,1,1,0,4,3,11.5,0,2,1,1,1,0,0,1,0,0,1
1,5,1,0,2,2,35,1,1,0,46,9,1,1,4,2,22.9,0,4,1,0,1,0,1,1,0,0,1
1,15,1,1,1,1,59,0,1,1,23,0,1,1,4,2,11.4,0,2,0,0,1,0,1,1,0,1,1
1,5,1,1,2,1,32,0,1,1,27,0,0,1,3,2,13.8,0,3,0,0,0,0,0,0,0,0,1
1,19,1,0,2,2,40,0,1,0,31,0,0,1,5,1,15.5,0,4,0,1,0,0,0,0,0,0,1
1,1,1,0,1,1,22,0,1,0,22,1,0,1,1,4,10.9,0,3,1,0,1,0,1,0,0,0,1
1,7,1,1,1,1,63,1,1,1,10,1,0,1,2,2,5,1,2,0,1,1,1,1,1,1,1,0
1,3,1,1,2,2,53,0,1,0,38,1,0,1,2,1,19.1,0,2,1,1,1,0,1,1,0,0,1
1,11,1,1,1,1,32,1,1,0,23,1,1,1,1,4,11.8,0,3,1,0,1,0,1,1,0,0,1
1,2,1,0,1,1,29,0,1,1,18,1,1,1,4,1,9,0,2,0,0,1,1,0,1,1,1,1
1,0,1,1,2,1,31,0,1,1,27,0,0,1,5,2,13.6,0,2,0,1,1,0,0,1,0,0,0
1,15,1,0,2,2,50,0,1,0,46,1,0,0,3,1,23.1,0,3,0,0,1,0,1,0,0,0,1
1,7,0,0,2,1,29,1,1,0,27,1,0,1,1,4,13.7,0,2,0,0,0,1,1,1,0,1,1
1,12,1,1,2,2,35,0,1,1,47,1,1,1,2,1,22.7,0,3,1,1,1,0,0,1,0,0,1
1,1,1,0,3,3,30,0,1,0,69,0,1,0,5,1,34,0,4,0,0,0,0,0,0,0,0,1
1,10,1,0,1,1,34,1,1,1,22,1,0,0,2,5,10.9,0,1,0,0,1,0,1,1,0,0,1
1,2,0,1,1,1,28,1,1,0,21,1,0,1,1,3,10.7,0,2,1,1,1,0,1,1,0,0,1
1,31,1,1,1,1,56,1,1,1,9,1,0,1,2,2,4.5,1,1,0,0,1,1,1,1,1,1,1
1,12,0,1,2,2,31,1,1,0,30,1,0,0,4,5,15.3,0,4,0,1,1,0,1,1,0,0,1
1,21,1,1,2,1,42,1,1,1,26,0,1,0,5,3,12.8,0,2,1,1,1,0,0,1,0,0,1
1,2,1,0,1,1,26,0,1,1,22,1,0,1,4,3,11.9,0,1,1,0,1,0,0,1,0,0,1
1,8,1,0,1,1,58,1,1,1,17,1,1,1,3,2,8.5,0,3,1,0,1,0,1,1,0,0,1
1,8,1,1,1,1,31,0,1,0,20,1,0,1,1,1,10.2,0,3,0,0,1,0,1,1,0,1,0
1,2,1,0,1,1,26,0,1,1,18,1,0,0,1,1,9.1,0,5,1,1,1,0,1,1,0,0,1
1,13,0,1,2,2,36,1,1,1,39,0,0,0,5,5,19.7,0,2,0,1,0,0,0,0,0,0,1
1,3,1,0,1,1,25,1,1,1,17,1,0,1,1,3,8.5,0,2,1,0,1,1,1,1,0,1,0
1,4,1,1,2,1,35,1,1,1,26,1,0,1,2,4,12.7,0,3,1,0,1,0,1,1,0,0,1
1,16,1,0,2,1,55,1,1,0,25,1,0,1,1,6,12.6,0,3,1,1,1,0,1,1,0,0,1
1,10,1,1,2,1,32,1,1,0,29,1,0,1,4,5,14.1,0,4,1,0,0,0,1,1,0,0,1
1,2,1,0,1,1,35,1,1,0,22,1,0,1,2,4,10.7,0,1,1,0,1,0,1,1,0,0,1
1,10,1,1,1,1,48,1,1,1,24,1,1,0,1,4,12.2,0,1,1,0,0,0,0,1,0,0,1
1,15,1,1,2,2,51,0,1,0,32,1,0,0,3,1,16.2,0,1,1,0,0,0,0,0,0,0,1
1,12,1,1,2,2,47,0,1,1,42,1,1,1,3,1,20.8,0,4,1,0,1,0,0,1,0,0,1
1,4,1,1,1,1,24,0,1,1,16,1,1,0,1,2,8,0,3,1,0,1,0,1,1,0,0,1
1,2,1,0,2,2,25,1,1,0,30,1,0,0,2,3,15.6,0,1,1,1,1,0,1,1,0,0,1
1,4,0,1,1,1,31,1,1,0,18,1,0,1,1,4,9.2,0,1,1,0,0,0,1,1,0,0,1
1,0,1,1,2,2,26,1,1,1,47,1,0,1,4,3,24.7,0,3,1,0,1,0,1,1,0,0,1
1,11,1,0,3,3,39,1,1,0,65,1,0,0,4,5,33.1,0,2,0,0,0,0,0,0,0,0,1
1,4,1,0,2,1,28,1,1,0,30,1,0,1,3,3,14.7,0,3,1,1,1,0,0,1,0,0,1
1,10,1,1,2,2,34,1,1,1,33,0,1,0,4,2,17,0,3,1,0,1,0,0,1,0,0,1
1,1,1,1,3,2,28,0,1,1,56,1,1,0,4,1,27.6,0,1,1,0,1,0,0,1,0,0,1
1,4,0,1,2,2,38,1,1,0,35,1,0,1,1,2,17.6,0,2,1,0,0,0,1,1,0,0,1
1,1,1,0,4,3,42,1,1,1,120,1,1,1,5,4,59.9,0,3,0,0,1,0,1,1,0,0,1
1,0,1,1,1,1,36,0,1,0,19,1,1,1,5,1,9.4,0,3,0,0,0,0,0,0,0,0,1
1,6,1,1,1,1,28,1,1,1,24,1,1,1,3,2,11.8,0,2,1,0,1,0,0,1,0,0,1
1,16,1,1,2,2,44,1,1,0,43,0,1,1,3,5,20.7,0,1,1,1,1,0,0,1,0,0,0
1,3,1,1,1,1,28,0,1,1,17,0,1,1,3,1,8.4,0,3,1,0,1,0,0,1,0,0,1
1,6,1,0,3,3,48,0,1,0,73,1,0,0,3,1,36.8,0,3,0,0,1,0,1,0,0,0,1
1,0,1,0,2,2,27,1,1,1,32,8,0,1,4,3,15.7,0,4,0,0,1,0,0,0,0,0,1
1,10,1,1,2,2,43,1,1,1,39,1,1,1,2,4,19.6,0,1,1,0,0,0,0,1,0,0,1
1,4,0,0,1,1,25,1,1,0,20,8,0,0,4,3,9.9,0,1,1,1,0,0,1,1,0,0,1
1,17,1,1,2,2,46,1,1,1,31,0,1,0,3,2,15.2,0,2,1,1,1,0,0,1,0,0,1
1,1,1,1,4,3,36,0,1,1,103,1,1,0,4,1,52.3,0,3,1,1,1,0,0,1,0,0,1
1,18,0,0,2,2,55,1,1,0,33,8,0,1,1,7,16.6,0,1,1,1,1,0,1,1,0,0,1
1,1,1,1,1,1,30,0,1,1,23,1,1,1,2,2,11.8,0,5,1,1,1,0,1,1,0,1,1
1,1,1,1,1,1,20,1,1,1,20,1,0,1,2,8,9.7,0,2,0,0,1,1,0,1,0,0,1
1,18,1,1,2,1,48,0,1,0,26,0,0,0,1,1,13,0,1,0,0,1,0,0,1,0,0,1
1,6,1,1,2,2,25,0,1,1,43,0,1,1,4,1,21.3,0,4,1,0,1,0,0,1,0,0,1
1,1,1,0,3,2,26,1,1,1,51,1,0,0,4,4,25.9,0,3,1,1,1,0,1,1,0,0,1
1,6,1,1,1,1,29,0,1,1,18,0,1,0,4,1,9.1,0,4,0,0,1,0,0,1,0,1,1
1,8,1,1,2,1,52,0,1,1,25,1,1,0,3,1,12.7,0,1,1,0,1,0,0,1,0,0,1
1,3,1,1,1,1,30,0,0,1,23,1,1,1,1,1,11.8,0,3,1,0,1,1,1,1,0,1,1
1,19,1,0,1,1,58,1,0,0,19,1,0,1,2,2,9.6,0,1,1,1,1,0,1,1,0,0,1
1,7,1,1,2,1,43,0,0,0,29,1,1,1,1,2,14,0,3,1,0,1,0,1,1,0,0,1
1,2,1,1,2,1,28,0,0,1,26,1,0,1,1,1,12.6,0,2,1,0,1,0,1,1,0,0,1
1,17,1,0,3,3,51,1,0,0,73,1,0,0,3,3,36.7,0,4,0,1,1,0,1,0,0,0,1
1,12,0,1,2,2,38,1,0,1,40,1,0,0,2,2,19.3,0,2,0,0,1,0,1,1,0,0,1
1,12,1,1,4,3,40,0,0,1,94,1,1,1,2,1,47.8,0,5,1,1,1,0,1,1,0,0,1
1,0,1,1,3,2,43,0,0,1,56,1,0,0,4,1,28.4,0,4,1,1,1,0,1,1,0,0,1
1,0,1,0,2,2,40,1,0,0,33,0,0,0,5,3,16.7,0,2,0,0,0,0,0,0,0,0,1
1,2,0,1,1,1,24,0,0,0,15,1,0,1,1,1,7.2,0,4,0,0,1,1,1,1,0,0,1
1,19,1,0,2,1,40,1,0,1,29,1,0,0,3,4,14.2,0,3,0,1,1,0,0,1,0,0,1
1,7,1,0,4,3,35,0,0,0,152,1,0,0,4,1,75.2,0,3,0,1,0,0,0,0,0,0,1
1,13,0,1,2,2,34,1,0,0,33,0,0,1,3,2,17,0,3,1,0,1,0,0,0,0,0,1
1,6,1,1,2,2,25,1,0,0,31,1,0,1,2,3,15.4,0,2,1,1,1,0,1,1,0,0,1
1,8,1,1,1,1,57,1,0,1,21,1,1,1,1,3,10.7,0,4,1,0,1,0,1,1,0,0,0
1,2,1,1,1,1,23,1,0,1,18,1,1,1,1,2,9,0,4,1,0,1,0,1,1,0,0,1
1,10,1,1,1,1,49,1,0,1,23,1,1,1,1,2,10.7,0,2,1,0,1,1,1,1,0,0,0
1,5,0,1,2,1,28,1,0,1,29,1,0,1,4,4,13.8,0,2,1,0,1,0,1,1,0,0,1
1,21,1,0,2,2,42,1,0,0,30,1,0,0,3,2,15.2,0,5,1,0,1,0,1,1,0,0,1
1,1,1,1,2,1,25,0,0,1,30,1,1,1,2,2,14.4,0,4,1,0,1,0,0,1,0,0,1
1,30,0,0,2,1,56,1,0,0,26,0,1,0,4,2,13.1,0,1,0,0,0,0,0,0,0,0,1
1,20,1,1,2,2,48,1,0,0,42,1,0,1,2,5,20.8,0,5,1,0,1,0,1,1,0,0,1
1,3,1,0,1,1,28,0,0,0,22,1,0,1,2,1,11.7,0,1,1,0,1,1,0,1,0,0,1
1,5,1,0,1,1,25,0,0,1,17,1,1,1,2,2,8.6,0,5,1,0,1,1,1,1,0,0,1
1,2,1,0,2,2,25,1,0,0,40,1,1,0,3,3,20.1,0,1,0,1,0,0,0,1,0,0,1
1,6,1,0,3,2,39,0,0,1,56,1,0,1,4,1,27.6,0,1,1,1,1,0,0,1,0,0,1
1,9,1,1,2,1,30,0,0,0,26,1,1,1,2,1,12.9,0,3,1,0,1,0,0,1,0,0,1
1,3,1,0,2,2,28,1,0,0,43,1,0,1,4,4,21.7,0,2,1,0,1,0,0,1,0,0,1
1,12,1,0,2,2,31,1,0,0,49,0,0,1,3,3,24.3,0,2,0,0,0,0,1,0,0,0,1
1,2,1,0,1,1,26,0,0,1,16,1,0,0,2,1,8,0,1,1,0,1,0,1,1,0,0,1
1,4,1,1,4,3,30,0,0,0,212,1,0,1,3,2,82.2,0,1,0,0,1,0,0,1,0,0,1
1,11,1,0,2,2,35,1,0,0,35,1,0,0,4,4,16.8,0,3,0,1,1,0,0,0,0,0,1
1,27,1,0,2,2,59,0,0,0,35,0,0,0,1,1,17.2,0,4,0,0,1,0,1,1,0,0,1
1,0,1,1,2,2,26,0,0,1,39,1,0,1,4,1,19.5,0,4,1,0,1,0,0,1,0,0,1
